ts_us,iface,length,payload_len,direction,eth_type,src_mac,dst_mac,ip_version,protocol,src_ip,dst_ip,src_port,dst_port,tcp_flags,flow_key,payload_sample
1760903516444174,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,ea89441da6f6636fe7dfad149121801f14b42df34d8fd82bca63691ff4ee2112
1760903516444215,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516444360,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,15f3c60682fcd8652f2ecf8cabf0c21147888f746442c36cdadfa004417dab75
1760903516444448,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516444502,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,541bfd2bc2c7c5a1176363e78716d11fe5a9b51da90f4b7b56af30ba9fb48ef7
1760903516444502,Ethernet,204,150,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,cd3e2072692d0884f694663ffaefe449c74e7ea295c922965cb9fcbfead20395
1760903516444562,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516444596,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,3ac2ab89120cc4255a6026e5dd1040080796ec088fa330129dd00b9f7e33cccf
1760903516444631,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516444723,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,f64795463686b384504c181c51236fdb121df8d5873937df8d51e6c18cec79aa
1760903516444844,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,380febfb2168bb949313a5cd7df7686655bc05c21139c4e60202e1e41fd5c1b0
1760903516444882,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516445079,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,9b2943fdc1a19d85138934a922f945471a4ac592cf3c9b30fc12a355e52d5847
1760903516445079,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,483dc1467d443c6ece25f62419dc21911e338cc19e495d03ee97a9a60466785e
1760903516445172,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516445599,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,cac0d3e9e38b10724a7cbe86df1152a4609a8a02643beb96288a3cf8acb69e74
1760903516445599,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,5390c401349e26fdb6d04800b43a119310d3384f3d711e2e72649ebba960fe52
1760903516445672,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516445708,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,ebf69bed35c01618135df6080df0e9efdeb2f0ad22b1dc3ab4ceb064f855a82c
1760903516445743,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516445772,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,a88de352bb0e8091da4f777306c9ca6d4e87eb8e91ed7df3e4acf6d94f8c4b22
1760903516445811,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516449040,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,f063bbf465f1ac73a6d879c58e75ae4cd80d4f6eae1fadf516442241f068715a
1760903516449040,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,5f8dcb3677f68167be644158e459c2abc155ffcf54babda2742e15d420c4adbb
1760903516449040,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,eaf2900402cb5aed83759eb012c70dee5423e35208acf1bb6f2cec396a4542e8
1760903516449040,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,be39e7d8613b2e6d5ec5ae91f9a9b8b78c8853e89940e974893bd7995578355b
1760903516449040,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,9b4d4259e099ac07c489a81cd4394f37de85de7bec6c8d464f2b96fa00156bb0
1760903516449040,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,16f75ad29a6e135c4553f96da08e3506ccc8c3b104de41328569d4c68b04c674
1760903516449040,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,281c67e4c4ae015636ae9cf9f4ef6359e7b591faa40589066244ae5f31c30592
1760903516449040,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,99b299d9a3fcae2c62ae02013b574aed62252b2d45831cd22e7b24e42bd49ba6
1760903516449069,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516449687,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,3bc00bae707ea66aa5051f2e5c753d07887c0bcbb3f420713e0dd183a211752c
1760903516449818,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,a4c1bf199b7377d1efea75f273b01dca8ff06450ba232c51b56a63e51d501ae2
1760903516449833,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516449922,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,1e78ed88af2d37d6043835baf962505ff9a89fd4819f4ebb9998065bf82225e4
1760903516450024,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,c2a12408ba4fbd14e7ad81b3b5c50ec9e87333f60e9b8cb19d10f5649b7b3500
1760903516450040,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516450524,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,535d12af7ba43327e9320426b081b84f9ad9cdc979fe16e19dab8b9d09fdea71
1760903516450538,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516450616,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,ff5c19ed29584f79dd0ee2fd313e6b915530b650288e4f2d3ce71c5bc473adce
1760903516450633,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516450738,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,d19773ed021c1ad3eb4c7750e57464a08c5d7894ac428bc4a35cb1fa23446880
1760903516450890,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,79670baa280d973eb2c1134ca62a98f8fb91803af6859761c82a75cb3d677479
1760903516450905,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516451518,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,e0a87bb915d7ce643a351e7f0ff4128a8382b9050e0701a77f078aec3cfb182f
1760903516451550,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516451635,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,2c04f6f2cf4a3411f5eac1e5d61ed60c86b2c8f8060fd42272441e0889781046
1760903516451651,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516451758,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,c52c75e8deec6f755a93a2ada87447a909f6d54e05e94da3eeb7469806439df2
1760903516451901,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,a231eaf2355970817e9c8ec6262863018d85073a96f3601de1c58f05cd48b313
1760903516451916,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516452103,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,d1554e15df6f04ebe0a2fc6b6dbe09aa75e78517b99210119ddea37d3717a1c4
1760903516452207,Ethernet,1356,1302,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,59a044ac18c8d80b5b655fc343c7bd95f11cf189e588e4a6d852aa97e15c94a9
1760903516452225,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516452312,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,170303401107a4c494bdb664965863b2c087d2df737fca6951af8b7a9f9ca43f
1760903516452477,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,5051169f6816c7c2ec0fa28ccd916f67c145421bbadee0cba11bcdb36cb2a7ab
1760903516452492,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516452586,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,150edbf746f6ca91f9d0b29186f061d67238396a92e561be07335f1f59599ac0
1760903516452605,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516452691,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,2b585ebfd413cc94fc45490a45a597f6e269181becdea63b8164d8a4e64480f4
1760903516452707,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516458771,Ethernet,66,0,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49923.0,A,212.102.113.127:443-192.168.1.117:49923-TCP,
1760903516488814,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,8b70fdb786c714eca0ae252c93d46f2d24ca6fcd44841f8051a8b96cebee860b
1760903516488928,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,40999115b083b44fb9185474266c93238277920d91e62d48e404a4451017f81c
1760903516488949,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516489031,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,aa0eb594eba89b6677ce07f3428884686e0588998fd5f9b401273544dd4820d6
1760903516489046,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516489184,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,1c4522a3ec431e9e82c09c056aeeaeb557441d7934b957e42576bea26535ce21
1760903516489202,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516490089,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,18a42f09e0c705a81dcf4f7b5c729606aaaa17af79a8732fce92fd3eae0e8885
1760903516490181,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,8a402ced7eb0c336702d81afafb22c605d01b29ee18837b6fcdfc7237da6dbfb
1760903516490198,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516490284,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,5aea0cf9ae85db2ddc55bd340a5001450d405e9f51af69e028048f1f96d2f65d
1760903516490301,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516490453,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,09f8a77889cb6c2f1dd059d5c8dc4d40f654086a49f9ba367ae662904e0d3970
1760903516490474,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516490504,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,4a821404870d64e289b9bd8795e118f49b5ac69ca2f2d64af1c3559a30b5c4c2
1760903516490513,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516490687,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50146.0,443.0,S,192.168.1.117:50146-212.102.113.127:443-TCP,
1760903516490690,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,19f097a8a67b03b89ba03956512b731710deead1960ce04fca42ad0e4605acaa
1760903516490705,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516490781,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,d318f4d55a68f7388b3828db65738a698be8eff635c8cfd631241b0b17eade40
1760903516490795,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516490880,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,da41f77831645eb423c51f296e7c7f459d7bcff83c21ee328dc1c0b8d5f6261c
1760903516490898,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516490996,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,4b0ab186dce764c6991562ad134888bed285fdde9200fc7e196a54e260709db5
1760903516491015,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516491381,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,bcb5de72d7144910de9baf452a45747d9eca462753f01bc834526696f1789350
1760903516491395,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516491487,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,d25fe93897c383b67d0c52d5de1bd3e6257d73e6f91e1c071abdb7da480f620e
1760903516491498,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516491618,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,a1a92ce8a4677a576502d99abdbbdbff794c37535925fe3572a546a83e7ca9ec
1760903516491742,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,aa0d3268a26df26a2eb2b4c6cf0610fd1ee36e00b0a23e1d6147e108227dba6c
1760903516491749,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
1760903516491856,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,PA,212.102.113.127:443-192.168.1.117:50051-TCP,e9bdffde8df47470a3b6142f7eb0ac9a66db024cfb44c462b19eeb6d8f9d904b
1760903516491981,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,50051.0,A,212.102.113.127:443-192.168.1.117:50051-TCP,cc7125e7f24ed7b309ebe307d47aa4be0dbaa77d66959ea7c77cbe03ebdb98dd
1760903516491987,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,50051.0,443.0,A,192.168.1.117:50051-212.102.113.127:443-TCP,
